Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum height,Flower Colour,Hazard,Attracted animals,Native habitat,Leaf Colour,Leaf Area Index,Growth rate,Trunk Texture,Trunk Colour,Leaf Texture,Maximum Height
Chukrasia tabularis,Chittagong Wood,2804,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2804,Tree,-,-,False,False,False,None,-,Cream / Off-White,-,-,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Cibotium barometz (L.) J.Sm.,Golden Chicken Fern,3816,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3816,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,Green,-,-,None,None,Green,-
Cicca acida (L.) Merr.,Otaheite Gooseberry,3669,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3669,"Shrub, Tree",-,-,False,False,False,-,-,-,-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Cichorium endivia L.,Endive,6775,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6775,Herbaceous Plant,-,-,False,False,False,-,-,Blue,-,-,-,Green - Light Green,-,Fast,None,None,Crinkled / Twisted,-
Cinnamomum aromaticum,-,5629,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5629,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Cinnamomum burmanni (Nees & Th. Nees) Nees ex Blume,阴香,3818,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3818,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Cinnamomum camphora,Camphor Tree,2805,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2805,Tree,-,-,False,False,False,None,-,Cream / Off-White,-,Bird-Attracting,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Cinnamomum iners Reinw. ex Blume,Wild Cinnamon,2806,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2806,Tree,-,-,False,True,False,None,-,"White, Yellow / Golden",-,Butterfly Host Plant (Leaves),-,"Green, Pink",3.0 (Tree - Intermediate Canopy),Fast to Moderate,-,-,"Smooth, Glossy / Shiny",-
Cinnamomum javanicum Blume,爪哇肉桂,3817,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3817,Tree,-,-,False,True,False,None,-,-,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest)",Green,-,Moderate,-,-,"Papery, Leathery",-
Cinnamomum parthenoxylon (Jack) Meisn.,Safrol Laurel,8809,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8809,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Cinnamomum verum,Cinnamon,2807,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2807,Tree,-,-,False,False,False,None,-,"White, Cream / Off-White",-,"Bird-Attracting, Butterfly Host Plant",Terrestrial,Green,-,Moderate,-,-,Green,-
Cissus discolor Blume,Rex Begonia Vine,6483,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6483,Climber,-,-,False,False,False,-,-,White,-,-,Terrestrial,"Green, White",-,-,None,None,"Green, White",-
Cissus hastata,戟叶白粉藤,1366,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1366,Climber,-,-,False,False,False,-,-,-,-,-,-,Green,-,Fast,None,None,Green,-
Cissus nodosa Blume,Grape Ivy,1367,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1367,"Climber, Shrub",-,-,False,True,False,-,-,"Purple, Red",-,Bird-Attracting,Terrestrial,Green,-,Fast,None,None,"Smooth, Glossy / Shiny",-
Cissus quadrangularis L.,Four-angled vine,5671,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5671,Climber,-,-,False,False,False,-,-,"Pink, White",-,Bee-Attracting,Terrestrial,"Green, Green",-,Fast to Moderate,None,None,Smooth,-
Cissus repens Lam.,Malayan Wild Vine,1368,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1368,Climber,-,-,False,True,False,-,-,"Green - Light Green, White, Yellow / Golden",-,Bird-Attracting,"Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest, Freshwater Swamp Forest)",Green,-,Fast,None,None,"Papery, Leathery",-
Cissus rhombifolia,Grape Ivy,4938,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4938,Climber,-,-,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Cissus verticillata (L.) Nicolson & C.E.Jarvis,Princess Vine,6023,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6023,Climber,-,-,False,False,False,-,-,-,-,-,Terrestrial,Green,-,-,None,None,Smooth,-
Citharexylum spinosum L.,Fiddlewood,2808,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2808,Tree,-,-,False,False,False,True,-,White,-,"Bird-Attracting, Bee-Attracting",-,"Green, Orange",3.0 (Tree - Intermediate Canopy),Fast to Moderate,-,-,"Green, Orange",-
Citrullus lanatus (Thunb.) Matsum. & Nakai,Watermelon,6103,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6103,Climber,-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,Green,-,-,None,None,Green,-
Citrullus lanatus 'Faerie F1',Watermelon,7266,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7266,Climber,-,-,False,False,False,-,-,Yellow / Golden,-,-,-,"Green, Green",-,-,None,None,"Smooth, Hairy / Hirsute",-
Citrus × aurantiifolia (Christm.) Swingle,Lime,2810,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2810,Tree,-,-,False,False,False,None,-,White,-,Butterfly Host Plant,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Fast to Moderate,-,-,Green,-
Citrus × aurantiifolia (variegated),-,4887,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4887,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,"Cream / Off-White, Green, Green - Light Green",-,Fast to Moderate,-,-,Smooth,-
Citrus × limon (L.) Osbeck,Lemon,3671,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3671,Tree,-,-,False,False,False,None,-,White,-,-,Terrestrial,"Green, Purple",-,Fast to Moderate,-,-,Green,-
Citrus × microcarpa,Calamondin,3351,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3351,Shrub,-,-,False,False,False,True,-,White,-,Butterfly Host Plant,Terrestrial,Green,-,-,None,None,Green,-
Citrus aurantium 'Hutou Gan',Giant Golden Citrus,6092,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6092,"Shrub, Tree",-,-,False,False,False,-,-,White,-,-,-,Green,-,Fast to Moderate,-,-,"Glossy / Shiny, Leathery, Thick",-
Citrus australasica F.Muell.,Finger Lime,8155,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8155,"Shrub, Tree",-,-,False,False,False,-,-,White,-,-,Terrestrial,Green,-,Fast to Moderate,-,-,Green,-
Citrus hystrix DC.,Limau Purut,3670,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3670,Tree,-,-,False,False,False,None,-,White,-,Caterpillar Moth Food Plant (Leaves),Terrestrial,Green,-,Fast to Moderate,-,-,"Smooth, Glossy / Shiny",-
Citrus japonica cv.,Kumquat,6087,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6087,Tree,-,-,False,False,False,True,-,White,-,-,Terrestrial,"Green, Green",-,Fast to Moderate,-,-,"Smooth, Glossy / Shiny, Thick",-
Citrus japonica 'Fukushu',Dragon Heart Citrus Lime,7427,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7427,Tree,-,-,False,False,False,True,-,White,-,-,-,"Green, Green",-,Fast to Moderate,-,-,"Smooth, Glossy / Shiny, Thick",-
Citrus japonica 'Nagami',Nagami Kumquat,6566,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6566,Tree,-,-,False,False,False,None,-,-,-,-,-,Green,-,Fast to Moderate,-,-,Smooth,-
Citrus limon 'Ponderosa',Giant Lemon,1814,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1814,Tree,-,-,False,False,False,None,-,Purple,-,Butterfly Host Plant,-,"Green, Purple",4.5 (Shrub & Groundcover - Dicot),Fast to Moderate,-,-,Green,-
Citrus limon 'Variegata',Lemon,3821,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3821,"Shrub, Tree",-,-,False,False,False,-,-,White,-,-,Terrestrial,"Green, Yellow / Golden",-,Fast to Moderate,-,-,"Green, Yellow / Golden",-
Citrus maxima (Burm.) Merr.,Pomelo,2809,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2809,Tree,-,-,False,False,False,True,-,White,-,"Butterfly Host Plant (Associated with: Papilio memnon agenor (Linnaeus, 1758))",Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Fast to Moderate,-,-,Green,-
Citrus medica L.,Fingered Citron,5217,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5217,"Tree, Shrub",-,-,False,False,False,True,-,"Pink, White",-,-,Terrestrial,"Green, Purple",-,Fast to Moderate,-,-,Leathery,-
Claderia viridiflora Hook. f.,-,5698,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5698,"Climber, Epiphyte",-,-,False,True,False,-,-,Green,-,-,"Terrestrial (Primary Rainforest, Freshwater Swamp Forest)",Green,-,Moderate,None,None,Leathery,-
Claoxylon indicum (Reinw. ex Blume) Hassk.,Laping Budak,2811,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2811,"Shrub, Tree",-,-,True,True,False,-,-,White,-,Bird-Attracting (Fruits),"Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest, Disturbed Area / Open Ground)",Green,3.0 (Tree - Intermediate Canopy),Fast to Moderate,-,-,Rough,-
Clappertonia ficifolia (Willd.) Decne.,Bolo-bolo,1815,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1815,Shrub,-,-,False,False,False,-,-,"Purple, Pink",-,-,Terrestrial (Grassland / Savannah/ Scrubland),"Green, Red",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Hairy / Hirsute,-
Clausena excavata Burm.f.,Pink Lime-Berry,3675,https://www.nparks.gov.sg/florafaunaweb/flora/3/6/3675,"Shrub, Tree",-,-,False,True,False,True,-,"Green, Yellow / Golden",-,"Bird-Attracting (Fruits), Butterfly Host Plant (Leaves)","Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,Moderate,-,-,"Leathery, Thin",-
Clausena lansium (Lour.) Skeels,Fool's Curry Leaf,6835,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6835,Tree,-,-,False,False,False,True,-,White,-,Bird-Attracting (Fruits),Terrestrial,"Green, Green",-,Moderate,-,-,Smooth,-
Cleisostoma racemiferum (Lindley) Garay,大叶隔距兰,5868,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5868,Epiphyte,-,-,False,False,False,-,-,Yellow / Golden,-,-,Terrestrial,-,-,-,None,None,-
Cleistanthus macrophyllus Hook.f.,-,8308,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8308,Tree,-,-,False,True,False,None,-,"Cream / Off-White, Green",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,Moderate,-,-,Leathery,-
Cleistanthus maingayi Hook.f.,-,7000,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7000,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial (Primary Rainforest),"Green, Green - Light Green",-,Moderate,-,-,Green,-
Cleistanthus malaccensis Hook. f.,-,3387,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3387,Tree,-,-,False,True,False,None,-,Cream / Off-White,-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Cleistanthus polyphyllus F.N.Williams,-,5427,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5427,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Cleistanthus sumatranus (Miq.) Müll. Arg.,闭花木,2812,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2812,Tree,-,-,False,True,False,None,-,"White, Green - Light Green",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Monsoon Forest, Freshwater Swamp Forest, Riverine)",Green,4.0 (Tree - Dense Canopy),Moderate,-,-,Leathery,-
Cleistocactus winteri D.R.Hunt (Crested Form),Golden Rat Tail,5907,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5907,Shrub,-,-,True,False,False,-,-,-,-,-,-,-,-,Fast,None,None,-
Clematis aristata,Traveller's Joy Goatsbeard,1369,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1369,Climber,-,-,False,False,False,True,-,White,-,Butterfly-Attracting,Terrestrial (Coastal Forest),"Green, Purple",-,Moderate,None,None,Thick,-
Clerodendrum buchananii,Mata Ajam,1817,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1817,Shrub,-,-,False,False,False,-,-,Red,-,Butterfly-Attracting,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Clerodendrum bungei,Glory Flower,1818,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1818,Shrub,-,-,False,False,False,-,-,Pink,-,Butterfly-Attracting,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Clerodendrum calamitosum,White Butterfly Bush,1819,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1819,Shrub,-,-,False,False,False,True,-,White,-,Butterfly-Attracting,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Clerodendrum chinense,Glory Bower,1820,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1820,Shrub,-,-,False,False,False,-,-,White,-,Butterfly-Attracting,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Clerodendrum deflexum Wall.,Nodding Witch's Tongue,1821,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1821,Shrub,-,-,False,True,False,-,-,"White, Cream / Off-White",-,Bird-Attracting,"Terrestrial (Primary Rainforest, Mountain, Secondary Rainforest, Freshwater Swamp Forest)",Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Clerodendrum disparifolium Blume,Swaddling Flower,2813,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2813,"Shrub, Tree",-,-,False,True,False,-,-,Yellow / Golden,-,"Butterfly Host Plant (Leaves), Bird-Attracting, Butterfly-Attracting","Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Glossy / Shiny, Raised / Sunken Veins",-
Clerodendrum indicum (L.) Kuntze,Turks Turban,1822,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1822,Shrub,-,-,False,False,False,-,-,White,-,Butterfly-Attracting (Flower Nectar),-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Clerodendrum laevifolium Blume,Bridal Veil,1831,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1831,Shrub,-,-,False,False,False,True,-,White,-,Butterfly-Attracting (Flower Nectar),-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Glossy / Shiny,-
Clerodendrum laevifolium Blume (variegated),-,6708,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6708,Shrub,-,-,False,False,False,-,-,White,-,-,Terrestrial,"Green, Yellow / Golden",-,Moderate,None,None,"Glossy / Shiny, Raised / Sunken Veins",-
Clerodendrum minahassae Teijsm. & Binn.,Tube Flower,3827,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3827,Shrub,-,-,False,False,False,-,-,White,-,-,Terrestrial,Green,-,Moderate,None,None,Bulging in between Veins,-
Clerodendrum paniculatum 'Alba',White Pagoda Flower,1827,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1827,Shrub,-,-,False,False,False,-,-,White,-,Butterfly-Attracting,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Clerodendrum paniculatum L.,Pagoda Flower,1826,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1826,Shrub,-,-,True,False,False,-,-,Red,-,"Butterfly-Attracting (Flower Nectar), Bird-Attracting (Flowers)",Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Green,-
Clerodendrum quadriloculare,Quezonia,1828,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1828,Shrub,-,-,False,False,False,-,-,"Pink, White",-,Butterfly-Attracting,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Clerodendrum quadriloculare (Variegated),Variegated Star Burst,6753,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6753,Shrub,-,-,False,False,False,-,-,-,-,-,Terrestrial,-,-,-,None,None,-
Clerodendrum sp.,-,8453,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8453,Shrub,-,-,False,False,False,-,-,-,-,-,-,Green,-,-,None,None,Green,-
Clerodendrum splendens,Glory Bower,3221,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3221,Climber,-,-,False,False,False,-,-,Red,-,Butterfly-Attracting,Terrestrial,Green,-,-,None,None,Green,-
Clerodendrum thomsoniae,Bleeding-heart Vine,1370,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1370,"Climber, Shrub",-,-,False,False,False,-,-,"White, Red",-,-,Terrestrial,"Green, Green",-,Fast to Moderate,None,None,Smooth,-
Clerodendrum thomsoniae 'Variegatum',Variegated Bleeding Heart Vine,1371,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1371,Climber,-,-,False,False,False,-,-,"Red, White",-,-,-,"Green, Cream / Off-White",-,Moderate,None,None,"Smooth, Glossy / Shiny, Raised / Sunken Veins",-
Clerodendrum villosum Blume,绢毛大青,1830,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1830,"Shrub, Tree",-,-,False,True,False,-,-,White,-,"Bird-Attracting, Butterfly-Attracting","Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest, Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)","Green, Green - Light Green, Silver / Grey",4.5 (Shrub & Groundcover - Dicot),Moderate,-,-,Velvety / Furry / Tomentose,-
Clerodendrum W.Bull × speciosum,Java Glory Vine,4989,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4989,Climber,-,-,False,False,False,-,-,Red,-,Butterfly-Attracting,-,Green,-,-,None,None,Glossy / Shiny,-
Clinacanthus nutans (Burm. f.) Lindau,Sabah Snake Grass,5655,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5655,Shrub,-,-,False,False,False,-,-,"Red, Orange",-,-,Terrestrial (Grassland / Savannah/ Scrubland),Green,-,Moderate,None,None,Leathery,-
Clinopodium nepeta subsp. spruneri (Boiss.) Bartolucci & F.Conti,Lesser Calamint,5652,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5652,Herbaceous Plant,-,-,False,False,False,True,-,"White, Purple, Pink",-,-,"Terrestrial (Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground)",Green,-,-,None,None,Green,-
Clitoria fairchildiana R. A. Howard,Orchid Tree,2814,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2814,Tree,-,-,False,False,False,True,-,Purple,-,-,-,Green,3.0 (Tree - Intermediate Canopy),Fast,-,-,"Rough, Raised / Sunken Veins",-
Clitoria laurifolia Poir.,Laurel-leaf,6206,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6206,Shrub,-,-,False,False,False,-,-,Purple,-,-,Terrestrial,-,-,-,None,None,-
Clitoria ternatea (Pale Blue),-,1374,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1374,Climber,-,-,False,False,False,-,-,"Blue, Purple",-,Butterfly Host Plant,Terrestrial,"Green, Green",-,Moderate,None,None,Papery,-
Clitoria ternatea (Voigt) Fantz f. albiflora,White Butterfly Pea Vine,1375,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1375,Climber,-,-,False,False,False,-,-,White,-,Butterfly Host Plant,Terrestrial,"Green, Green",-,Fast,None,None,"Smooth, Thin, Papery",-
Clitoria ternatea Fantz var. pleniflora,Double  Butterfly Pea,1373,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1373,"Climber, Herbaceous Plant",-,-,False,False,False,-,-,Blue,-,Butterfly Host Plant,Terrestrial,"Green, Green",-,Fast,None,None,Papery,-
Clitoria ternatea L.,Butterfly Pea,1372,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1372,Climber,-,-,False,False,False,-,-,"Purple, Blue",-,Bee-Attracting,Terrestrial (Disturbed Area / Open Ground),Green,-,Fast,None,None,Papery,-
Clivia miniata (Lindl.) Bosse,-,3832,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3832,Herbaceous Plant,-,-,False,False,False,-,-,"Cream / Off-White, Orange, Yellow / Golden",-,-,Terrestrial,Green,-,-,None,None,Smooth,-
Clusia rosea Jacq.,Autograph Tree,2815,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2815,Tree,-,-,False,False,False,None,-,"White, Pink",-,Bird-Attracting,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Leathery,-
Clusia rosea 'Variegata',Variegated Autograph Tree,2816,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2816,Tree,-,-,False,False,False,None,-,"Pink, White",-,Bird-Attracting (Fruits),-,"Cream / Off-White, Green, Yellow / Golden",3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Smooth, Thick",-
Cnidoscolus chayamansa McVaugh,Mayan Spinach Tree,4839,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4839,Shrub,-,-,False,False,False,-,-,White,-,-,Terrestrial,Green,-,-,None,None,Green,-
Cobaea scandens,Cup and Saucer Vine,7071,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7071,Climber,-,-,False,False,False,-,-,"Green - Light Green, Purple",-,-,Terrestrial,Green,-,Fast,None,None,Green,-
Coccinia grandis (L.) Voigt,Ivy Gourd,1377,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1377,Climber,-,-,False,False,False,-,-,White,-,Bee-Attracting,-,Green,-,Fast,None,None,Green,-
Coccoloba rugosa,Red-flowered Sea Grape,4896,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4896,Tree,-,-,False,False,False,None,-,Red,-,Butterfly-Attracting,Terrestrial,Green,-,Moderate,-,-,Green,-
Coccoloba uvifera (L.) L.,Sea Grape,2817,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2817,Tree,-,-,False,False,False,None,-,-,-,Bird-Attracting,-,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Coccoloba uvifera (Variegated),-,5510,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5510,Tree,-,-,False,False,False,None,-,-,-,-,-,-,-,Moderate,-,-,-
Coccothrinax crinita,Thatch Palm,2614,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2614,Palm,-,-,False,False,False,None,-,Yellow / Golden,-,-,Terrestrial (Grassland / Savannah/ Scrubland),Green,2.5 (Palm - Solitary),Slow,-,-,Smooth,-
Coccothrinax miraguama (Kunth) Becc.,Miraguama Palm,5816,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5816,Palm,-,-,True,False,False,None,-,Cream / Off-White,-,-,"Terrestrial (Coastal Forest, Grassland / Savannah/ Scrubland)",-,-,Moderate,-,-,Dark Green,-
Cochlospermum religiosum (L.) Alston,Silk Cotton Tree,2818,https://www.nparks.gov.sg/florafaunaweb/flora/2/8/2818,Tree,-,-,False,False,False,True,-,Yellow / Golden,-,Bat Food,Terrestrial,Green,2.5 (Tree - Open Canopy),Moderate,-,-,Green,-
Cochlospermum vitifolium (Willd.) Spreng.,-,3834,https://www.nparks.gov.sg/florafaunaweb/flora/3/8/3834,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Cocos nucifera L.,Coconut,5618,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5618,Palm,-,-,False,False,False,None,-,"Cream / Off-White, Yellow / Golden",-,Butterfly Host Plant,-,Green,2.5 (Palm - Solitary),Fast to Moderate,-,-,Green,-
Codiaeum 'Andrew',-,6161,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6161,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Cream / Off-White, Green, Yellow / Golden, Cream / Off-White",-,-,None,None,"Smooth, Leathery",-
Codiaeum 'Gold Dust',-,6170,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6170,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Yellow / Golden, Cream / Off-White",-,-,None,None,"Smooth, Leathery",-
Codiaeum 'Gold Star',-,6165,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6165,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Yellow / Golden, Cream / Off-White",-,-,None,None,"Smooth, Leathery",-
Codiaeum 'Ice Tone',-,6162,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6162,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Yellow / Golden, Cream / Off-White",-,-,None,None,"Smooth, Leathery",-
Codiaeum 'Mother and Daughter',Croton,6173,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6173,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Purple, Cream / Off-White",-,-,None,None,"Smooth, Leathery",-
Codiaeum 'Pie Crust',-,6163,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6163,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Purple, Red, Cream / Off-White",-,-,None,None,"Smooth, Leathery",-
Codiaeum 'Red Ice Tone',-,6164,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6164,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Purple, Red, Yellow / Golden, Cream / Off-White",-,-,None,None,"Smooth, Leathery",-
Codiaeum variegatum,Croton,1833,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1833,Shrub,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Green, Yellow / Golden, Red, Orange",4.5 (Shrub & Groundcover - Dicot),-,None,None,"Glossy / Shiny, Leathery",-
Codiaeum 'Yellow Leopard',-,6167,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6167,Shrub,-,-,False,False,False,-,-,-,-,-,-,"Green, Yellow / Golden, Cream / Off-White",-,-,None,None,"Smooth, Leathery",-
Codonanthe gracilis (Mart.) Hanst.,-,6107,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6107,Climber,-,-,False,False,False,-,-,"Brown, Red, White, Yellow / Golden, Patterned",-,Bird-Attracting,Terrestrial,"Green, Green - Light Green",-,Moderate,None,None,"Green, Green - Light Green",-
Codonoboea platypus,-,8361,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8361,Herbaceous Plant,-,-,False,True,False,-,-,-,-,-,-,"Green, Green",-,-,None,None,Hairy / Hirsute,-
Coelogyne mayeriana Rchb.f.,-,4952,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4952,Epiphyte,-,-,False,True,False,-,-,"Green, Black",-,-,Terrestrial,-,-,-,None,None,-
Coelogyne rochussenii de Vriese,-,5013,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5013,Epiphyte,-,-,False,True,False,True,-,"Brown, White, Yellow / Golden",-,-,Terrestrial,-,-,-,None,None,-
