Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum height,Flower Colour,Hazard,Attracted animals,Native habitat,Leaf Colour,Leaf Area Index,Growth rate,Trunk Texture,Trunk Colour,Leaf Texture,Maximum Height
Rubroshorea leprosula (Miq.) P.S.Ashton & J.Heck.,Lampong,3124,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3124,Tree,-,-,False,True,False,None,-,"Cream / Off-White, Yellow / Golden",-,Caterpillar Moth Food Plant,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Rubroshorea macroptera (Dyer) P.S.Ashton & J.Heck. subsp. macroptera,Meranti Melantai,3125,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3125,Tree,-,-,False,False,False,None,-,"Pink, Cream / Off-White",-,-,Terrestrial,Green,2.5 (Tree - Open Canopy),Moderate,-,-,Leathery,-
Rubroshorea palosapis (Blanco) P.S.Ashton & J.Heck.,-,8870,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8870,Tree,-,-,False,False,False,None,-,-,-,-,-,-,-,Moderate,-,-,-
Rubroshorea parvifolia (Dyer) P.S.Ashton & J.Heck.,-,4721,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4721,Tree,-,-,False,True,False,True,-,"Cream / Off-White, White",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,Slow,-,-,Green,-
Rubroshorea pauciflora (King) P.S.Ashton & J.Heck.,Nemesu,4720,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4720,Tree,-,-,False,True,False,None,-,-,-,-,Terrestrial,-,-,Moderate to Slow,-,-,-
Rubroshorea platycarpa (F.Heim) P.S.Ashton & J.Heck.,Meranti Paya,4723,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4723,Tree,-,-,False,True,False,None,-,Cream / Off-White,-,-,Terrestrial,Green,-,Moderate to Slow,-,-,Leathery,-
Rubroshorea polysperma (Blanco) P.S.Ashton & J.Heck.,-,8864,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8864,Tree,-,-,False,False,False,None,-,-,-,-,-,-,-,Moderate,-,-,-
Rubus moluccanus var. angulosus Kalkman,Tempu Rengat,2396,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2396,"Climber, Shrub",-,-,False,True,False,-,-,White,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest, Freshwater Swamp Forest, Disturbed Area / Open Ground)",Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Rudbeckia hirta 'Cherry Brandy',Gloriosa Daisy,7185,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7185,Herbaceous Plant,-,-,False,False,False,-,-,Red,-,Butterfly-Attracting,-,Green,-,-,None,None,Green,-
Rudbeckia hirta 'Goldilocks',Black-eyed Susan,7169,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7169,Herbaceous Plant,-,-,False,False,False,-,-,"Brown, Yellow / Golden",-,Butterfly-Attracting,-,Green,-,-,None,None,Hairy / Hirsute,-
Rudbeckia hirta 'Irish Eyes',Coneflower,6694,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6694,Herbaceous Plant,-,-,False,False,False,-,-,Yellow / Golden,-,"Bird-Attracting, Butterfly-Attracting",-,Green,-,-,None,None,Green,-
Rudbeckia hirta 'Marmalade',Black-Eyed Susan,5077,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5077,Herbaceous Plant,-,-,False,False,False,-,-,Yellow / Golden,-,"Butterfly-Attracting, Bird-Attracting",-,-,-,-,None,None,-
Ruellia blechum,Browne's Blechum,4992,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4992,Herbaceous Plant,-,-,False,False,False,-,-,-,-,Butterfly-Attracting,-,-,-,-,None,None,-
Ruellia chartacea (T.Anderson) Wassh.,Peruvian Wild Petunia,1498,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1498,Herbaceous Plant,-,-,False,False,False,-,-,"Orange, Red",-,-,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Ruellia longepetiolata (Oerst.) Hemsl.,Ruellia,6633,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6633,Herbaceous Plant,-,-,False,False,False,-,-,"Blue, Purple",-,-,"Terrestrial, Aquatic",Green - Bluish Green,-,-,None,None,Green - Bluish Green,-
Ruellia repens L.,Creeping Ruellia,3339,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3339,Herbaceous Plant,-,-,False,False,False,-,-,"Pink, Purple, White",-,Butterfly Host Plant (Leaves),Terrestrial,Green,-,Moderate,None,None,"Papery, Thin",-
Ruellia rosea,-,2403,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2403,Herbaceous Plant,-,-,False,False,False,-,-,Red,-,-,-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Ruellia rosea (Variegated Leaf),-,6748,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6748,Shrub,-,-,False,False,False,-,-,Red,-,-,-,"Green, Green - Light Green",-,-,None,None,"Green, Green - Light Green",-
Ruellia simplex C.Wright,Mexican Petunia,2397,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2397,"Creeper, Herbaceous Plant",-,-,False,False,False,-,-,Purple,-,-,Terrestrial (Riverine),Green,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,"Glossy / Shiny, Raised / Sunken Veins",-
Ruellia simplex 'Chi Chi',-,2402,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2402,Herbaceous Plant,-,-,False,False,False,-,-,Pink,-,-,-,"Green, Green",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,"Glossy / Shiny, Raised / Sunken Veins",-
Ruellia simplex 'Colobe Pink',Dwarf Pink Ruellia,2399,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2399,Herbaceous Plant,-,-,False,False,False,-,-,Pink,-,-,-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Ruellia simplex 'Katie',Dwarf Mexican Petunia,2398,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2398,"Herbaceous Plant, Creeper",-,-,False,False,False,-,-,Purple,-,-,-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Ruellia simplex 'Strawberries and Cream',-,2400,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2400,"Creeper, Herbaceous Plant",-,-,False,False,False,-,-,Purple,-,-,-,"Green, White",4.5 (Shrub & Groundcover - Dicot),-,None,None,"Green, White",-
Ruellia simplex 'White Katie',Dwarf White Ruellia,2401,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2401,"Creeper, Herbaceous Plant",-,-,False,False,False,-,-,White,-,-,-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Ruellia tuberosa,Meadow Weed,2404,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2404,"Herbaceous Plant, Shrub",-,-,False,False,False,-,-,Purple,-,-,Terrestrial,"Green, Green",4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Rungia klossii S.Moore,Mushroom Plant,8069,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8069,Herbaceous Plant,-,-,False,False,False,-,-,Blue,-,-,Terrestrial,Green,-,-,None,None,"Smooth, Glossy / Shiny",-
Ruspolia hypocrateriformis (Vahl) Milne-Redh.,Red Ruspolia,2405,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2405,Shrub,-,-,True,False,False,-,-,Red,-,Butterfly-Attracting,Terrestrial (Grassland / Savannah/ Scrubland),Green,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Smooth,-
Ruspolia seticalyx,Ruspolia,3723,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3723,Herbaceous Plant,-,-,False,False,False,-,-,Red,-,-,Terrestrial,-,-,-,None,None,-
Russelia coccinea (L.) Wettst.,-,8518,https://www.nparks.gov.sg/florafaunaweb/flora/8/5/8518,Shrub,-,-,False,False,False,-,-,Red,-,Bird-Attracting,,"Green, Green",-,Moderate,None,None,Raised / Sunken Veins,-
Russelia equisetiformis,Coral Plant,2406,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2406,Shrub,-,-,False,False,False,-,-,Red,-,Butterfly-Attracting,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Green,-
Russelia equisetiformis 'Salmon',-,2407,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2407,Herbaceous Plant,-,-,False,False,False,-,-,"Orange, Pink",-,Bird-Attracting,-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Russelia equisetiformis 'Yellow Gold',Firecracker Plant,2408,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2408,Herbaceous Plant,-,-,False,False,False,-,-,Yellow / Golden,-,Bird-Attracting,Terrestrial,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Ruta graveolens,Rue,2409,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2409,"Herbaceous Plant, Shrub",-,-,True,False,False,True,-,Yellow / Golden,-,-,Terrestrial,"Green, Silver / Grey",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,"Papery, Thin",-
Ruttya fruticosa cultivars,-,8478,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8478,Shrub,-,-,False,False,False,-,-,-,-,Bird-Attracting,Terrestrial,Green,-,-,None,None,Leathery,-
"Sabal × brazoriensis D.H.Goldman, Lockett & Read",-,8383,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8383,Palm,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Sabal causiarum,Puerto Rico Hat Palm,2683,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2683,Palm,-,-,False,False,False,None,-,-,-,-,-,Green,2.5 (Palm - Solitary),Moderate,-,-,Green,-
Sabal minor,Dwarf Palmetto,4659,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4659,Palm,-,-,True,False,False,None,-,White,-,-,Terrestrial,"Green, Green - Bluish Green",-,Moderate,-,-,Leathery,-
Sabal palmetto,Palmetto Palm,2684,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2684,Palm,-,-,False,False,False,None,-,-,-,-,-,Green,2.5 (Palm - Solitary),Moderate,-,-,Green,-
Saccharum cultivar (variegated leaves),-,4096,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4096,Grass or Grass-like Plant,-,-,False,False,False,None,-,-,-,-,-,-,-,Fast,None,None,-
Saccharum officinarum,Sugarcane,2411,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2411,Grass or Grass-like Plant,-,-,False,False,False,None,-,-,-,-,-,Green,3.5 (Shrub & Groundcover - Monocot),Fast,None,None,Green,-
Saccharum spontaneum L.,Wild Sugarcane,3340,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3340,Grass or Grass-like Plant,-,-,True,False,False,None,-,"Cream / Off-White, Pink, White",-,Bird-Attracting,"Terrestrial (Coastal Forest, Riverine, Grassland / Savannah/ Scrubland, Disturbed Area / Open Ground, Desert / Semi-Desert), Shoreline (Mangrove Forest, Sandy Beach)","Green, White",3.5 (Shrub & Groundcover - Monocot),Fast,None,None,Spiny / Bristly / Stinging,-
Sagittaria lancifolia L.,Bulltongue arrowhead,5721,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5721,Herbaceous Plant,-,-,False,False,False,-,-,"White, Yellow / Golden",-,Bird-Attracting,"Terrestrial, Aquatic (Freshwater Pond / Lake / River)",Green,-,Fast,None,None,Smooth,-
Sagittaria latifolia,Broadleaf Arrowhead,4661,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4661,-,-,-,False,False,False,None,-,White,-,-,Aquatic (Freshwater Pond / Lake / River),Green,-,-,None,None,Smooth,-
Sagittaria sagittifolia L.,-,6013,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6013,-,-,-,False,False,False,None,-,"Purple, White",-,-,Aquatic,Green,-,-,None,None,Smooth,-
Salacca affinis,Red Salak,7297,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7297,Palm,-,-,False,True,False,None,-,-,-,-,Terrestrial (Primary Rainforest),Green,-,Moderate,-,-,Green,-
Salacca magnifica,Greater Salak,5126,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5126,Palm,-,-,False,False,False,None,-,-,-,-,Terrestrial,Green,4.0 (Palm - Cluster),Moderate,-,-,Green,-
Salacca wallichiana Mart.,Rakam,5180,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5180,Palm,-,-,False,False,False,None,-,-,-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Salacca zalacca (Gaertn.) Voss,Salak,3289,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3289,Palm,-,-,False,False,False,None,-,"Cream / Off-White, Green - Light Green, Red",-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Salacia chinensis L.,Akan Pelanduk,6015,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6015,Climber,-,-,False,True,False,-,-,Green,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest, Riverine)",Green,-,Moderate,None,None,Leathery,-
Salacia miqueliana Loes.,Hempedal Itek,5798,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5798,Climber,-,-,False,True,False,-,-,Orange,-,-,"Terrestrial (Primary Rainforest, Inland Cliff, Mountain, Coastal Forest, Freshwater Swamp Forest)",Green,-,Moderate,None,None,Leathery,-
Salicornia europaea L.,Sea Asparagus,8066,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8066,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Shoreline,-,-,-,None,None,-
Salix babylonica L.,Chinese Weeping Wilow,3105,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3105,Tree,-,-,False,False,False,None,-,Green,-,Butterfly Host Plant,Terrestrial,Green,2.5 (Tree - Open Canopy),Fast,-,-,Green,-
Salix discolor,Pussy Willow,6072,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6072,Shrub,-,-,False,False,False,-,-,White,-,-,"Terrestrial (Coastal Forest, Freshwater Swamp Forest, Riverine)","Green - Bluish Green, Green",-,Fast,None,None,"Blue green above, pale green below.",-
Salomonia cantoniensis,Common Salomonia,2413,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2413,Shrub,-,-,False,False,False,-,-,"Purple, White",-,-,-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Salvia leucantha Cav.,Mexican Sage,5170,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5170,Herbaceous Plant,-,-,False,False,False,-,-,Purple,-,Bird-Attracting (Flowers),Terrestrial,"Green, Green",-,Fast to Moderate,None,None,Smooth,-
Salvia officinalis L.,Sage,4664,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4664,Shrub,-,-,False,False,False,-,-,Purple,-,Butterfly-Attracting,-,Silver / Grey,-,-,None,None,Greyish green,-
Salvia rosmarinus 'Prostratus',Creeping Rosemary,6642,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6642,Shrub,-,-,False,False,False,-,-,White,-,-,-,Green,-,-,None,None,"Leathery, Thick",-
Salvia rosmarinus Schleid.,Rosemary,3338,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3338,Shrub,-,-,True,False,False,True,-,"White, Blue",-,-,Terrestrial,Green,-,-,None,None,Rough,-
Salvia splendens,Scarlet Sage,2414,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2414,Shrub,-,-,False,False,False,-,-,Red,-,"Bird-Attracting (Flowers), Butterfly-Attracting (Flower Nectar)",-,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Green,-
Salvia splendens cultivars,-,8479,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8479,Shrub,-,-,False,False,False,-,-,-,-,"Bird-Attracting, Butterfly-Attracting",-,Green,-,-,None,None,Green,-
Salvia yangii B.T.Drew,Russian Sage,8785,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8785,"Herbaceous Plant, Shrub",-,-,True,False,False,True,-,Purple,-,"Bee-Attracting, Butterfly-Attracting (, Flower Nectar)",Terrestrial,"Silver / Grey, Silver / Grey",-,Moderate,None,None,Velvety / Furry / Tomentose,-
Salvinia adnata Desv.,Water Spangle,1572,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1572,-,-,-,False,False,False,None,-,-,-,-,Aquatic (Freshwater Pond / Lake / River),Green,-,Fast,None,None,"Spiny / Bristly / Stinging, Crinkled / Twisted",-
Samadera indica Gaertn.,-,7206,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7206,Tree,-,-,False,True,False,None,-,"Cream / Off-White, Purple",-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Samanea saman (Jacq.) Merr.,Rain Tree,3106,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3106,Tree,-,-,False,False,False,None,-,"Pink, White",-,-,"Terrestrial (Primary Rainforest, Grassland / Savannah/ Scrubland)",Green,2.5 (Tree - Open Canopy),Moderate,-,-,"Smooth, Velvety / Furry / Tomentose",-
Samanea saman cultivars,-,8480,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8480,Tree,-,-,False,False,False,None,-,"Pink, White",-,-,-,Green,-,Slow,-,-,"Smooth, Velvety / Furry / Tomentose, Thin",-
Sambucus javanica Blume,Chinese elder,6740,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6740,Shrub,-,-,False,False,False,True,-,-,-,-,Terrestrial,-,-,-,None,None,-
Sanchezia speciosa (variegated),-,4665,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4665,Shrub,-,-,False,False,False,-,-,-,-,-,-,-,-,Fast,None,None,-
Sanchezia speciosa J.Leonard,Zebra Plant,2418,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2418,Herbaceous Plant,-,-,False,False,False,-,-,Yellow / Golden,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)","Green, White",4.5 (Shrub & Groundcover - Dicot),-,None,None,Glossy / Shiny,-
Sandoricum koetjape (Burm. f.) Merr.,Sentul,3109,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3109,Tree,-,-,True,True,False,None,-,"White, Cream / Off-White, Yellow / Golden",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest)","Green, Red",3.0 (Tree - Intermediate Canopy),Fast,-,-,"Glossy / Shiny, Raised / Sunken Veins",-
Santiria laevigata Blume,Kedondong Kerantai Lichin,4670,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4670,Tree,-,-,False,True,False,True,-,"White, Green",-,-,"Terrestrial (Freshwater Swamp Forest, Primary Rainforest, Secondary Rainforest)",Green,-,Moderate,-,-,Leathery,-
Sapindus rarak DC.,-,8643,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8643,Tree,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Sapium glandulosum,Bolivian Rubber,3110,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3110,Tree,-,-,False,False,False,None,-,-,-,-,-,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Saraca declinata (Jack) Miq.,Red Saraca,3112,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3112,Tree,-,-,False,False,False,None,-,"Orange, Pink, Red, Yellow / Golden",-,Bee-Attracting,Terrestrial,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,"Smooth, Glossy / Shiny",-
Saraca indica L.,Asoka Tree,3113,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3113,Tree,-,-,False,False,False,True,-,"Orange, Red, Yellow / Golden, Purple",-,Bee-Attracting,Terrestrial,"Green, Cream / Off-White, Pink, Purple",4.0 (Tree - Dense Canopy),Moderate,-,-,"Leathery, Papery",-
Saraca thaipingensis Cantley ex Prain,Yellow Saraca,3111,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3111,Tree,-,-,False,False,False,None,-,"Yellow / Golden, Orange, Red",-,"Butterfly-Attracting, Bee-Attracting, Butterfly Host Plant",Terrestrial (Riverine),"Green, Purple",3.0 (Tree - Intermediate Canopy),Moderate,-,-,Smooth,-
Sarcophrynium brachystachyum (Benth.) K.Schum.,-,5482,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5482,Herbaceous Plant,-,-,False,False,False,-,-,"Yellow / Golden, White, Cream / Off-White",-,-,Terrestrial,Green,-,Fast,None,None,Green,-
Saribus merrillii (Becc.) Bacon & W.J.Baker,-,8875,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8875,Palm,-,-,False,False,False,None,-,-,-,-,-,-,-,Moderate,-,-,-
Saribus rotundifolius (Lam.) Blume,Footstool Palm,2653,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2653,Palm,-,-,False,False,False,None,-,Cream / Off-White,-,Bird-Attracting,Terrestrial (Primary Rainforest),Green,2.5 (Palm - Solitary),Moderate,-,-,Green,-
Saribus tothur (Dowe & Barfod) Bacon & W.J.Baker,-,8823,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8823,Palm,-,-,False,False,False,None,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Sarracenia flava,Yellow Pitcher Plant,7342,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7342,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Sarracenia leucophylla,-,7307,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7307,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Sarracenia psittacina,Parrot Pitcher Plant,7334,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7334,Herbaceous Plant,-,-,False,False,False,-,-,Red,-,-,Terrestrial (Freshwater Swamp Forest),"Green, Red, Patterned, Green, Red, Patterned",-,-,None,None,Burgundy,-
Sarracenia purpurea subsp. venosa,Purple Pitcher Plant,7336,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7336,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Satakentia liukiuensis,Satake Palm,2686,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2686,Palm,-,-,False,False,False,None,-,-,-,-,Terrestrial,Green,2.5 (Palm - Solitary),Moderate,-,-,Green,-
Saxifraga stolonifera,Mother of Thousands,2429,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2429,"Creeper, Herbaceous Plant",-,-,False,False,False,-,-,White,-,-,Terrestrial,"Green, Silver / Grey",4.5 (Shrub & Groundcover - Dicot),-,None,None,Velvety / Furry / Tomentose,-
Scadoxus multiflorus,Blood Lily,2430,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2430,Herbaceous Plant,-,-,False,False,False,-,-,Red,-,-,Terrestrial,Green,3.5 (Shrub & Groundcover - Monocot),-,None,None,Green,-
Scaevola taccada (Gaertn.) Roxb.,Ambung-ambung,2431,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2431,"Shrub, Tree",-,-,True,True,False,-,-,"White, Yellow / Golden",-,"Bird-Attracting (Fruits), Bee-Attracting","Terrestrial (Coastal Forest), Shoreline (Coastal Cliff, Backshore, Sandy Beach, Rocky Beach)",Green,4.5 (Shrub & Groundcover - Dicot),Fast,-,-,Thick,-
Scaphium affine (Mast.) Pierre,Kembang Semangkuk Jantung,3114,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3114,Tree,-,-,False,True,False,None,-,"Cream / Off-White, White",-,-,"Terrestrial (Primary Rainforest, Mountain, Freshwater Swamp Forest)",Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Leathery,-
Scaphium linearicarpum (Mast.) Pierre,Kembang Semangkok Bulat,4688,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4688,Tree,-,-,False,True,False,None,-,-,-,-,Terrestrial,Green,-,Moderate,-,-,Green,-
Scaphochlamys biloba (Ridl.) Holttum,Halia Hutan,8384,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8384,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,-,-,-,None,None,-
Scaphochlamys kunstleri (Ridl.) Holttum var. rubra,-,6140,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6140,Herbaceous Plant,-,-,False,False,False,-,-,Red,-,-,Terrestrial,Green,-,-,None,None,Smooth,-
Scaphochlamys kunstleri var. speciosa,-,4677,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4677,Herbaceous Plant,-,-,False,False,False,-,-,Cream / Off-White,-,-,Terrestrial,Green,-,-,None,None,Smooth,-
Schefflera emarginata,-,8213,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8213,Shrub,-,-,False,False,False,-,-,-,-,-,-,Green,-,-,None,None,Green,-
Schima wallichii,Needlewood,4681,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4681,Tree,-,-,False,False,False,True,-,-,-,-,Terrestrial,-,-,Moderate,-,-,-
Schinus molle,-,4682,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4682,Tree,-,-,True,False,False,None,-,-,-,Butterfly Host Plant,-,-,-,Moderate,-,-,-
Schinus terebinthifolius,Brazilian Pepper-Tree,3116,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3116,Tree,-,-,False,False,False,None,-,White,-,-,-,Green,3.0 (Tree - Intermediate Canopy),Moderate,-,-,Green,-
Schismatoglottis calyptrata (Roxb.) Zoll. & Moritzi in Moritzi,-,5702,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5702,Herbaceous Plant,-,-,False,True,False,-,-,"Cream / Off-White, White",-,Bird-Attracting,"Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest)",Green,-,-,None,None,Smooth,-
Schismatoglottis motleyana (Schott) Engl.,-,7419,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7419,Herbaceous Plant,-,-,False,False,False,-,-,-,-,-,Terrestrial,"Green, Silver / Grey",-,Fast to Moderate,None,None,Smooth,-
Schismatoglottis wallichii Hook. f.,-,2442,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2442,Herbaceous Plant,-,-,False,True,False,-,-,-,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest)","Green, Silver / Grey",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Green, Silver / Grey",-
Schizaea dichotoma (L.) Sm.,Grass Fern,1573,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1573,Herbaceous Plant,-,-,False,True,False,-,-,-,-,-,Terrestrial,Green,-,Fast to Moderate,None,None,Green,-
Schizolobium parahyba (Vell.) S.F.Blake,Brazilian Fern Tree,3117,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3117,Tree,-,-,False,False,False,None,-,Yellow / Golden,-,-,Terrestrial (Primary Rainforest),Green,2.5 (Tree - Open Canopy),Fast,-,-,Smooth,-
Schizostachyum brachycladum,Buluh Nipis,2443,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2443,Grass or Grass-like Plant,-,-,False,False,False,None,-,-,-,-,Terrestrial,"Green, Yellow / Golden",3.5 (Shrub & Groundcover - Monocot),-,None,None,"Green, Yellow / Golden",-
Schoenoplectiella mucronata (L.) J.Jung & H.K.Choi,Ricefield Bulrush,4987,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4987,Grass or Grass-like Plant,-,-,False,True,False,None,-,-,-,-,Terrestrial,Brown,-,-,None,None,Brown,-
