Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Vanda luzonica Loher ex Rolfe,-,6508,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6508,Epiphyte,Semi Shade,Moderate Water,False,False,False,True,70,"Pink, White",-,-,Terrestrial,-,-,-,-,None,None,Coarse
Vanda miniata (Lindl.) L.M.Gardiner,-,6463,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6463,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,"Orange, Yellow / Golden",-,-,Terrestrial,-,-,-,-,None,None,Coarse
Vanda Ratchaburi Blue,-,7051,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7051,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Vanda Robert's Delight 'Blue',-,7053,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7053,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Vanda Robert's Delight 'Red Berry',-,7052,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7052,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Vanda roeblingiana,Roebelen's Vanda,7131,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7131,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Vanda scandens Holttum,-,6220,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6220,"Climber, Epiphyte",Semi Shade,Moderate Water,False,False,False,True,0.5,"Yellow, Maroon",-,-,Terrestrial,-,-,-,-,None,None,Coarse
Vanda Somsri Glory 'Blue',-,7054,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7054,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Vanda Tan Hoon Siang,-,5871,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5871,Epiphyte,Full Sun,Moderate Water,False,False,False,False,-,Pink,-,-,-,-,-,-,-,None,None,-
Vanilla aphylla Blume,Leafless Vanilla,5355,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5355,Climber,Semi Shade,"Little Water, Moderate Water",False,False,False,False,2.0,"Cream / Off-White, Green, Green - Light Green, Pink",-,-,Terrestrial,Green,-,3.5 (Shrub & Groundcover - Monocot),-,None,None,Coarse
Vanilla griffithii Rchb.f.,Akar Penubal,1530,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1530,Climber,Semi Shade,"Little Water, Occasional Misting",False,True,True,False,6.0,"Green, White",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest)",Green,-,-,-,None,None,Medium
Vanilla planifolia Andrews,Vanilla,1531,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1531,"Climber, Epiphyte",Semi Shade,Little Water,True,False,False,True,10.0,"Green, Yellow / Golden",-,-,-,Green,-,-,Moderate,None,None,Medium
Vanilla planifolia 'Variegata',-,1532,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1532,"Climber, Epiphyte",Semi Shade,Little Water,True,False,False,False,15,Yellow / Golden,-,-,-,"Green, Yellow / Golden",-,-,-,None,None,Medium
Vatica lobata Foxw.,Resak Paya,4816,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4816,Tree,Full Sun,Moderate Water,False,False,False,False,20.0,"Cream / Off-White, White",-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Vatica maingayi,-,4817,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4817,Tree,Full Sun,Moderate Water,False,True,False,False,-,Red,-,Butterfly Host Plant,Terrestrial,-,-,-,Moderate,-,-,None
Vatica odorata (Griff). Symington subsp. odorata,-,6002,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6002,Tree,Full Sun,Moderate Water,False,True,False,False,40,Yellow / Golden,-,-,Terrestrial,Green,-,-,Moderate to Slow,Smooth and greyish,greyish,None
Vatica pauciflora (Korth.) Blume,Resak Rawa,4819,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4819,Tree,Full Sun,Moderate Water,False,True,False,False,25,"White, Yellow / Golden",-,-,Terrestrial,Green,-,-,Moderate to Slow,Sticky resin exudes from the tree when injured.,Sticky resin exudes from the tree when injured.,None
Vatica philastreana Pierre,-,8868,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8868,Tree,-,-,False,False,False,False,-,-,-,-,-,-,-,-,-,-,-,None
Vatica rassak,Resak Irian,3198,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3198,Tree,Full Sun,Moderate Water,False,False,False,False,-,"Yellow / Golden, White",-,-,-,Green,-,-,Moderate,Sticky resin exudes from the tree when injured.,Sticky resin exudes from the tree when injured.,None
Vatica ridleyana Brandis,Resak Buah Kana,8727,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8727,Tree,Full Sun,Moderate Water,False,True,False,False,0.5,Cream / Off-White,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,-,Slow,-,-,None
Vatica venulosa Blume,Rasak,6075,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6075,Tree,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,35.0,Cream / Off-White,-,-,"Terrestrial (Riverine, Freshwater Swamp Forest, Inland Cliff, Primary Rainforest)",Green,-,-,Moderate,-,-,None
Vatica yeechongii,-,4820,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4820,Tree,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,15,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Veitchia arecina Becc.,-,8636,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8636,Palm,Full Sun,Moderate Water,False,False,False,False,25.0,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Veitchia filifera (H.Wendl.) H.E.Moore,-,8708,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8708,Palm,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Ventilago malaccensis Ridl.,-,6679,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6679,Climber,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,0.5,-,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Riverine)",Green,-,-,Moderate,None,None,Medium
Verbena × hybrida,Garden Verbena,4824,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4824,Shrub,Full Sun,Moderate Water,False,False,False,False,0.5,Blue Pink Purple Dark Red Yellow White,-,Butterfly-Attracting,Terrestrial,Green,-,-,-,None,None,Coarse
Verbena bonariensis L.,Verbena,5570,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5570,Shrub,Full Sun,Moderate Water,True,False,False,False,1.8,"Pink, Purple",-,Butterfly-Attracting,Terrestrial,Green,-,-,Moderate,None,None,Medium
Verbena 'Pink Passion',-,2540,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2540,Shrub,Full Sun,Moderate Water,False,False,False,False,-,Pink,-,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,-
Verbena 'Scarlet-Fire',-,2541,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2541,Shrub,Full Sun,Moderate Water,False,False,False,False,-,Red,-,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,-
Verbena sp. (Purple),-,2542,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2542,Shrub,Full Sun,Moderate Water,False,False,False,False,-,Purple,-,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,-
Verbena tenera var. maonettii,-,2543,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2543,Shrub,Full Sun,Moderate Water,False,False,False,False,-,"Purple, White",-,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,-
Vernonia arborea Buch.-Ham. ex Buch.-Ham.,Tree Vernonia,4825,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4825,Tree,Full Sun,Moderate Water,False,True,False,True,30,"Purple, White",-,-,Terrestrial,-,-,-,Moderate,-,-,None
Vernonia elliptica DC.,Curtain Creeper,1533,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1533,"Climber, Creeper",Full Sun,Little Water,False,False,False,False,0.5,White,-,-,Terrestrial,"Green, Silver / Grey",Green,-,Fast,None,None,Medium
Verschaffeltia splendida,Seychelles Stilt Palm,2689,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2689,Palm,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Vesicularia montagnei (Schimp.) Broth.,Christmas Moss,5829,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5829,-,Semi Shade,Lots of Water,False,False,False,False,0.5,-,-,-,Aquatic,Green,-,-,-,None,None,None
Victoria amazonica,Amazon Water Lily,2545,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2545,-,Full Sun,Lots of Water,False,False,False,False,0.5,"White, Pink","Spines/Thorns - Stem/Branch, Spines/Thorns - Leaf",-,Aquatic (Freshwater Pond / Lake / River),Green,-,-,-,None,None,None
Vietnamosasa darlacensis,-,7418,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7418,Bamboo,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Vigna angularis (Willd.) Ohwi & H.Ohashi,Adzuki Bean,5851,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5851,Climber,Full Sun,Moderate Water,False,False,True,False,-,Yellow / Golden,-,-,Terrestrial,Green,-,-,-,None,None,Medium
Vigna caracalla (L.) Verdc.,Cockscrew Flower,6511,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6511,Climber,Full Sun,Moderate Water,False,False,False,False,0.5,"Purple, White",-,-,Terrestrial,Green,-,-,-,None,None,Medium
Vigna radiata (L.) R.Wilczek,Mung bean,5888,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5888,Creeper,Full Sun,Moderate Water,False,False,True,False,-,Yellow / Golden,-,-,Terrestrial,Green,-,-,Fast,None,None,Coarse
Vigna subterranea (L.) Verdc.,Earthpea,6156,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6156,Shrub,Full Sun,Moderate Water,True,False,True,False,-,"Brown, Yellow / Golden",-,-,Terrestrial,Green,-,-,-,None,None,Medium
Vigna unguiculata (Sesquipedalis Group) 'Red Noodle',Red Noodle Bean,6518,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6518,Climber,Full Sun,Moderate Water,False,False,True,False,4.0,"Light Purple, Dark Purple, Yellow",-,-,-,Green,-,-,-,None,None,Medium
Vigna unguiculata Sesquipedalis Group,Yard-long Bean,5825,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5825,Climber,Full Sun,Moderate Water,False,False,True,False,2,Yellow / Golden,-,-,Terrestrial,-,-,-,Moderate,None,None,Medium
Vinca minor,Common Periwinkle,2546,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2546,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,15,"Pink, Purple",-,-,-,Green,Green,4.5 (Shrub & Groundcover - Dicot),-,None,None,Fine
Vincetoxicum flexuosum var. tenuis (Blume) Schneidt et al.,-,3349,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3349,Climber,Full Sun,Moderate Water,False,True,False,False,-,-,-,Butterfly Host Plant,Terrestrial,-,-,-,Moderate,None,None,-
Vincetoxicum globiferum (Hook.f.) Kuntze,Nayppalai,5406,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5406,Climber,"Full Sun, Semi Shade","Little Water, Moderate Water",False,True,False,False,0.5,Yellow Or Dull Pink,-,-,Terrestrial,-,-,-,-,None,None,Medium
Viola banksii K. R. Thiele & Prober,-,4902,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4902,Herbaceous Plant,Semi Shade,Lots of Water,False,False,False,False,-,"Purple, White",-,-,Terrestrial,Green,-,-,-,None,None,Medium
Viscum articulatum Burm.f.,Leafless mistletoe,6553,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6553,Shrub,Semi Shade,Little Water,False,True,False,False,-,-,-,-,Terrestrial,Green,-,-,Fast,None,None,Fine
